resposta_id,tweet_pai,candidato,data
1573716271148974080,1573706359194935296,Ciro Gomes,
1573797092014886918,1573706359194935296,Ciro Gomes,
1565447645254107136,1565393139963236358,Ciro Gomes,
1585034134392836098,1584330518891360256,Lula,
1573789568964481026,1573706359194935296,Ciro Gomes,
1573751649029558272,1573706359194935296,Ciro Gomes,
1573717238653358080,1573706359194935296,Ciro Gomes,
1573297974490406914,1573281028671610880,Ciro Gomes,
1581064999258140672,1580936928093884418,Lula,
1584976099682836481,1584330518891360256,Lula,
1573407120590094343,1573281028671610880,Ciro Gomes,
1573711455148449793,1573706359194935296,Ciro Gomes,
1581225349781725184,1580936928093884418,Lula,
1573760147964526594,1573706359194935296,Ciro Gomes,
1573322344747212801,1573281028671610880,Ciro Gomes,
1584657669885169664,1584330518891360256,Lula,
1580938073277632513,1580936928093884418,Lula,
1573872523552382976,1573281028671610880,Ciro Gomes,
1584484941228044288,1584330518891360256,Lula,
1580992623975677954,1580936928093884418,Lula,
1573708047985377284,1573706359194935296,Ciro Gomes,
1573639118193565696,1573281028671610880,Ciro Gomes,
1573715308464013314,1573706359194935296,Ciro Gomes,
1573454105544097820,1573281028671610880,Ciro Gomes,
1573721467203764224,1573706359194935296,Ciro Gomes,
1581158794746155008,1580936928093884418,Lula,
